Sample #,IGSN parent #,IGSN daughter #,Samp Date,latitude,longitude,elev (ft),elev (m),slope %,sample type,site,locality,description,classification,min depth (cm),max depth (cm),Horizon,landform,Mapped Lithologic unit,Parent Material,NOTES,bulk density vol (cm3),bulk density (g/cm3),pH,soilmoisture%,om_perc,LOI %,sand_perc,silt_perc,clay_perc,rockfrag_perc,sand % (1000 - 2000 æm),sand % (500 - 1000 æm),sand % (250 - 500 æm), sand % (100 - 250 æm),sand % (50 -100 æm),silt % (2 - 20 æm),silt % (20 - 50 æm),clay % (<2 æm),Texture Class,Total Carbon %,Organic Carbon %,Nitrogen_ppm,Total Carbon pcnt,Organic Carbon pcnt,Total Nitrogen pcnt,Nitrogen ppm,Al2O3 (%),BaO (%),Ba (ppm),CaO (%),Cr2O3 (%),Fe2O3T (%),K2O (%),MgO (%),MnO (%),Na2O (%),Nb (ppm),P2O5 (%),SiO2 (%),SrO (%),Sr (ppm),TiO2 (%),Y (ppm),Zn (ppm),Zr (ppm),LOI (900C),LOI (1000C),bulk XRD,clay XRD,CEC,"Al, Fe, Si sequential extractions",BrayP %,fiber unrubbed %,fiber rubbed %,Thin sections,Plutonium,d13C,Archived in box at JFSL,Hue,Value,Chroma,additional colors listed,*chose dominant color where multiple colors exist in order to graphs
HLEF-19-199,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,16,25,Bhs,backslope,Gravina,Slate - Colluvium,,138.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-200,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,25,42,Bhs2,backslope,Gravina,Slate - Colluvium,,138.5,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-201,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,25,42,Bhs2,backslope,Gravina,Slate - Colluvium,,138.5,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-202,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,42,100,Bs,backslope,Gravina,Slate - Colluvium,,138.5,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-203,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,42,100,Bs,backslope,Gravina,Slate - Colluvium,,138.5,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-204,,,7/30/2019,58.36,-134.3,6889.764,2100,0,rock,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,1,0,rock pavement,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,,,5.62,,,,,,,,64.3667,19.3538,5.8706,1.4702,0.6037,2.6712,1.3657,4.298,S,,,,0.371,,0.02,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,2.5YR,5,3,,
HLEF-19-205,,,7/30/2019,58.36,-134.3,6889.764,2100,0,soil,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,0,5,A,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,138,0.81,5.92,,,,,,,,41.6845,22.9582,11.2269,5.3553,2.1204,6.1684,2.8529,7.6334,LS,,,,0.366,,0.022,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,2.5Y,4,4,,
HLEF-19-206,,,7/30/2019,58.36,-134.3,6889.764,2100,0,soil,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,5,28,Bw/C,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,138,0.88,6.32,,,,,,,,41.7971,25.5804,10.2934,4.7632,2.1312,6.0778,2.7987,6.5582,LS,,,,0.685,,0.043,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,2.5YR,3,3,,
HLEF-19-207,,,7/30/2019,58.36,-134.3,6889.764,2100,0,rock,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,,,R,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,,,,,,,,,,,,,,,,,,,,,,,0.078,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-208,,,7/30/2019,58.36,-134.3,6889.764,2100,0,db,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,0,5,A,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,138.5,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-209,,,7/30/2019,58.36,-134.3,6889.764,2100,0,db,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,0,5,A,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,138.5,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-210,,,7/30/2019,58.36,-134.3,6889.764,2100,0,db,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,5,28,Bw/C,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,138.5,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-211,,,7/30/2019,58.36,-134.3,6889.764,2100,0,db,Camp18,Glacier field Camp 18 between rock fissures,Pedon 14 - Glacier field Camp 18 between rock fissures,Typic Gelorthent or Lithic Udorthent,5,28,Bw/C,Ridgetop,Tonalite,Tonalite - sediments in rock fracture,,138.5,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-212,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,om,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,0,9,Oi,backslope,Gravina,Volcanic - Colluvium,,125,0.12,3.91,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,44.765,,1.193,11930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,10YR,2,1,,
HLEF-19-213,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,soil,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,9,19,E/Bh,backslope,Gravina,Volcanic - Colluvium,,138.5,0.38,4.24,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,11.921,,0.499,4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,5YR,2.5,1,,
HLEF-19-214,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,soil,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,19,33,Bhs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.4,4.98,,,,,,,,7.9781,6.1764,3.7474,4.6283,4.3308,46.6801,7.3002,19.1587,SiL,,,,5.665,,0.221,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,7.5YR,4,6,,
HLEF-19-215,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,soil,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,33,70,BCg,backslope,Gravina,Volcanic - Colluvium,,138.5,0.5,5.28,,,,,,,,2.6414,3.0838,2.7541,4.189,3.7979,58.4762,6.4334,18.6243,SiL,,,,3.928,,0.125,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,10YR,4,6,,
HLEF-19-216,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,soil,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,70+,,2BC,backslope,Gravina,Volcanic - Colluvium,,,,5.55,,,,,,,,13.5259,14.0191,9.3898,9.1548,5.2348,29.2969,6.2561,13.1226,L,,,,4.116,,0.147,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,10YR,3,6,,
HLEF-19-217,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,rock,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,,,rock,backslope,Gravina,Volcanic - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,0.051,,0.007,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-218,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,rock,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,,,rock,backslope,Gravina,Volcanic - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,0.356,,0.012,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-219,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,0,9,Oi,backslope,Gravina,Volcanic - Colluvium,,125,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-220,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,0,9,Oi,backslope,Gravina,Volcanic - Colluvium,,125,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-221,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,9,19,E/Bh,backslope,Gravina,Volcanic - Colluvium,,138.5,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-222,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,9,19,E/Bh,backslope,Gravina,Volcanic - Colluvium,,138.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-223,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,19,33,Bhs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-224,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,19,33,Bhs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-225,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,33,70,BCg,backslope,Gravina,Volcanic - Colluvium,,138.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-226,,,8/3/2019,58.37715,-134.55917,590.5512,180,80,db,THMN,Thunder Mountain Gravina Volcanic North Mid Backslope,Pedon 15 - Thunder Mountain Gravina Volcanic North Mid Backslope,Andic Humicryod,33,70,BCg,backslope,Gravina,Volcanic - Colluvium,,138.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-227,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,om,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,0,5,Oi,backslope,Gravina Sedimentary,Slate - Colluvium,,125,0.2,4.46,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,46.007,,1.317,13170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,10YR,2,2,,
HLEF-19-228,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,soil,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,5,13,E/Bh,backslope,Gravina Sedimentary,Slate - Colluvium,,138,0.31,3.85,,,,,,,,1.0992,2.5415,3.0632,4.365,4.6338,62.0257,9.9037,12.368,SiL,,,,9.14,,0.42,4220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,7.5YR,5,2,7.5YR 3/2,
HLEF-19-229,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,soil,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,13,37,Bhs/Bs,backslope,Gravina Sedimentary,Slate - Colluvium,,138,0.34,4.93,,,,,,,,2.231,2.2232,1.9666,4.1445,5.9122,58.094,9.5287,15.8997,SiL,,,,5.58,,0.22,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,7.5YR,4,6,10YR 5/6,
HLEF-19-230,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,soil,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,37,73,2BC1,backslope,Gravina Sedimentary,Slate - Colluvium,,138,0.51,5.2,,,,,,,,9.8717,4.3436,3.2871,3.8281,3.771,52.9128,8.5401,13.4456,SiL,,,,3.24,,0.13,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,10YR,3,3,,
HLEF-19-231,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,soil,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,73,106,2BC2,backslope,Gravina Sedimentary,Slate - Colluvium,,,,5.51,,,,,,,,11.9111,5.8931,3.5458,4.4497,4.2209,49.8269,7.6327,12.5197,SiL,,,,2.24,,0.12,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,7.5YR,4,4,,
HLEF-19-232,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,rock,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,106+,,3Cr,backslope,Gravina Sedimentary,Slate - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,0.97,,0.086,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-233,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,db,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,0,5,Oi,backslope,Gravina Sedimentary,Slate - Colluvium,,125,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-234,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,db,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,0,5,Oi,backslope,Gravina Sedimentary,Slate - Colluvium,,125,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-235,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,db,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,5,13,E/Bh,backslope,Gravina Sedimentary,Slate - Colluvium,,138.5,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-236,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,db,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,5,13,E/Bh,backslope,Gravina Sedimentary,Slate - Colluvium,,138.5,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-237,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,db,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,13,37,Bhs/Bs,backslope,Gravina Sedimentary,Slate - Colluvium,,138.5,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-238,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,db,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,13,37,Bhs/Bs,backslope,Gravina Sedimentary,Slate - Colluvium,,138.5,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-239,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,db,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,37,73,2BC1,backslope,Gravina Sedimentary,Slate - Colluvium,,138.5,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-240,,,8/5/2019,58.39552,-134.65585,590.5512,180,76,dating,AUBY,Auke Bay Gravina Sedimentary South Mid Backslope,Pedon 16 - Auke Bay John Muir Trail ,Andic Haplocryod,80,80,Buried O horizon,backslope,Gravina Sedimentary,Slate - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-241,,,8/6/2019,58.34226,-134.47922,492.126,150,56,om,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,0,3,Oe,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,125,0.21,4.9,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,17.811,,0.694,6940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,7.5YR,2.5,2,,
HLEF-19-242,,,8/6/2019,58.34226,-134.47922,492.126,150,56,soil,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,3,28,A ,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,138,0.27,4.93,,,,,,,,11.4088,8.7229,8.6292,9.7088,4.7573,35.3508,11.9737,9.4486,L,,,,2.99,,0.18,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,10YR,3,3,,
HLEF-19-243,,,8/6/2019,58.34226,-134.47922,492.126,150,56,soil,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,28,62,2Bs,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,138,0.58,5.38,,,,,,,,15.9895,16.486,15.7377,13.6398,5.3356,21.2887,7.7794,3.7433,SL,,,,1.17,,0.08,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,10YR,3,4,,
HLEF-19-244,,,8/6/2019,58.34226,-134.47922,492.126,150,56,soil,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,62,152+,2BC/Cr,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,,,5.82,,,,,,,,14.1326,16.5869,15.3826,15.5552,4.4598,21.9752,8.164,3.7436,SL,,,,0.49,,0.03,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,10YR,4,3,,
HLEF-19-245,,,8/6/2019,58.34226,-134.47922,492.126,150,56,rock,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,,,,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,1.287,,0.014,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-246,,,8/6/2019,58.34226,-134.47922,492.126,150,56,db,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,0,3,Oe,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-247,,,8/6/2019,58.34226,-134.47922,492.126,150,56,db,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,0,3,Oe,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,125,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-248,,,8/6/2019,58.34226,-134.47922,492.126,150,56,db,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,3,28,A ,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,138.5,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-249,,,8/6/2019,58.34226,-134.47922,492.126,150,56,db,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,3,28,A ,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,138.5,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-250,,,8/6/2019,58.34226,-134.47922,492.126,150,56,db,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,28,62,2Bs,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,138.5,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-251,,,8/6/2019,58.34226,-134.47922,492.126,150,56,db,BLRG,Blackerby Taku South Mid Backslope,Pedon 17 - Blackerby Taku Ridge South,Typic Haplocryod,28,62,2Bs,backslope,Taku sedimentary,Slate/Phyllite - Colluvium,,138.5,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,,,,,
HLEF-19-252,,,8/12/2019,58.65514,-134.83986,2001.3124,610,37,om,HLEF,HLEF Tonalite North Mid Backslope,Pedon 18 - HLEF Tonalite North,Typic Haplocryod,0,3,Oi/E,backslope,Tonalite,Tonalite - Colluvium,,125,0.15,4.51,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,41.14,,1.429,14290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 4,7.5YR,3,3,,
HLEF-19-253,,,8/12/2019,58.65514,-134.83986,2001.3124,610,37,soil,HLEF,HLEF Tonalite North Mid Backslope,Pedon 18 - HLEF Tonalite North,Typic Haplocryod,3,18,E/B,backslope,Tonalite,Tonalite - Colluvium,,138,0.6,4.23,,,,,,,,4.2678,12.5991,18.0592,24.0103,12.9296,11.4011,9.1469,7.5863,SL,,,,7.449,,0.41,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 4,7.5YR,4,2,,
HLEF-19-254,,,8/12/2019,58.65514,-134.83986,2001.3124,610,37,soil,HLEF,HLEF Tonalite North Mid Backslope,Pedon 18 - HLEF Tonalite North,Typic Haplocryod,18,63,Bs1,backslope,Tonalite,Tonalite - Colluvium,,138,0.55,4.78,,,,,,,,8.5973,15.5939,14.2268,22.7002,12.6522,12.0384,8.4796,5.7116,SL,,,,5.636,,0.205,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 4,2.5YR,2.5,2,,
HLEF-19-255,,,8/12/2019,58.65514,-134.83986,2001.3124,610,37,soil,HLEF,HLEF Tonalite North Mid Backslope,Pedon 18 - HLEF Tonalite North,Typic Haplocryod,63,90,Bs2,backslope,Tonalite,Tonalite - Colluvium,,138,0.62,5.1,,,,,,,,11.0939,16.4428,13.835,17.6989,11.408,12.862,8.5543,8.1051,SL,,,,5.081,,0.164,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 4,7.5YR,3,4,,
HLEF-19-256,,,8/12/2019,58.65514,-134.83986,2001.3124,610,37,soil,HLEF,HLEF Tonalite North Mid Backslope,Pedon 18 - HLEF Tonalite North,Typic Haplocryod,90,110+,2Cr,backslope,Tonalite,Tonalite - Colluvium,,,,5.23,,,,,,,,20.8209,15.8097,10.9202,17.8944,11.6619,9.9868,8.0663,4.8398,LS,,,,0.971,,0.024,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 4,10YR,4,6,"10YR 4/6 (50%), 10YR 4/3 (50%)",
